,Unnamed: 0,Client ID,Client tenure year,Client tenure month,Client age,Gender,Number of accounts,Balance,Calls in the last 6 months,Log ons in the last 6 months,Variation,confirm,start,step_1,step_2,step_3,visit_duration
18598,18598,7523205,5.0,71.0,38.0,F,2.0,36797.43,1.0,4.0,Test,1,1,1,1,1,2
18599,18599,4769605,6.0,82.0,56.0,U,2.0,56558.38,0.0,3.0,Control,0,4,0,0,0,3
18600,18600,229490,6.0,79.0,60.0,U,2.0,215323.41,2.0,5.0,Test,1,1,1,1,1,1
18601,18601,3540614,14.0,179.0,64.0,F,2.0,120155.97,1.0,4.0,Test,1,10,4,3,3,1
18602,18602,9367245,17.0,205.0,53.0,F,2.0,86199.89,3.0,6.0,Control,0,1,2,0,0,2
18603,18603,8894823,12.0,145.0,54.0,F,2.0,114579.55,3.0,6.0,Test,0,4,1,0,0,2
18604,18604,3071651,4.0,59.0,46.0,F,3.0,123616.46,6.0,9.0,Test,1,1,1,1,1,2
18605,18605,689136,10.0,130.0,58.0,M,2.0,177628.22,0.0,3.0,Control,1,1,1,1,1,18
18606,18606,6281570,15.0,191.0,52.0,F,2.0,40832.7,0.0,3.0,Control,1,1,1,1,1,3
18607,18607,4471620,15.0,181.0,48.0,F,2.0,41178.69,0.0,3.0,Test,1,2,1,1,1,19
18608,18608,3500486,5.0,67.0,71.0,U,2.0,40000.27,3.0,6.0,Control,0,3,3,0,0,0
18610,18610,9658207,5.0,69.0,25.0,U,2.0,27487.92,1.0,4.0,Test,0,2,2,1,0,4
18612,18612,883254,9.0,116.0,58.0,M,2.0,36915.61,3.0,6.0,Test,1,1,1,1,1,1
18613,18613,882354,16.0,195.0,44.0,F,2.0,54060.07,1.0,4.0,Test,1,1,1,1,1,2
18615,18615,2648419,7.0,95.0,56.0,U,2.0,33722.83,0.0,3.0,Control,1,2,2,3,3,18
18616,18616,9678771,4.0,58.0,62.0,U,2.0,34236.06,2.0,5.0,Control,4,3,3,2,1,2
18617,18617,3526750,19.0,238.0,68.0,U,2.0,40489.38,4.0,7.0,Test,1,1,1,1,1,9
18618,18618,9584971,6.0,83.0,53.0,U,2.0,30067.36,3.0,6.0,Test,0,3,5,3,3,16
18619,18619,7798288,14.0,169.0,63.0,F,2.0,56578.39,1.0,4.0,Control,0,1,1,0,0,2
18620,18620,7928881,5.0,68.0,77.0,U,2.0,61401.37,1.0,4.0,Control,0,1,3,2,1,9
18621,18621,9364546,10.0,129.0,46.0,M,2.0,48135.82,1.0,4.0,Control,1,3,2,1,2,36
18622,18622,9657960,15.0,186.0,56.0,M,2.0,50722.94,3.0,6.0,Control,1,1,1,1,1,5
18623,18623,7596860,5.0,70.0,50.0,U,2.0,32450.94,0.0,4.0,Test,1,1,1,1,1,6
18624,18624,1211589,9.0,116.0,30.0,F,2.0,36155.7,1.0,4.0,Control,1,1,1,1,1,2
18627,18627,2936364,16.0,195.0,48.0,F,4.0,305265.38,6.0,9.0,Control,1,1,1,1,1,3
18629,18629,7340109,6.0,73.0,66.0,U,2.0,59826.9,6.0,9.0,Test,0,3,0,0,0,1
18631,18631,6829103,9.0,108.0,28.0,M,2.0,43190.48,0.0,3.0,Control,1,1,1,1,1,4
18632,18632,2745600,11.0,143.0,30.0,M,2.0,34072.97,6.0,9.0,Test,1,2,2,1,1,6
18634,18634,432803,10.0,120.0,50.0,F,2.0,112669.28,0.0,3.0,Control,1,2,2,1,1,6
18635,18635,9870057,15.0,184.0,37.0,F,2.0,177420.88,6.0,9.0,Control,0,2,2,0,0,2
18636,18636,8617185,10.0,122.0,72.0,F,2.0,206404.5,6.0,9.0,Test,0,4,0,0,0,2
18637,18637,9448917,11.0,143.0,68.0,F,2.0,51029.34,4.0,7.0,Test,1,1,1,1,1,2
18638,18638,9331460,6.0,78.0,29.0,U,2.0,115820.29,2.0,5.0,Test,0,1,1,0,0,0
18639,18639,1455162,7.0,85.0,47.0,U,2.0,78385.94,2.0,5.0,Control,0,1,1,1,1,4
18640,18640,4944394,15.0,187.0,46.0,M,3.0,168102.02,4.0,7.0,Test,1,1,1,1,1,2
18642,18642,7233758,4.0,58.0,52.0,U,2.0,27106.36,0.0,3.0,Test,1,1,1,1,1,5
18644,18644,6365333,6.0,80.0,59.0,F,2.0,65858.04,0.0,3.0,Test,0,1,1,0,0,0
18645,18645,9522035,5.0,67.0,41.0,F,2.0,33370.05,1.0,4.0,Control,1,1,1,1,1,8
18646,18646,2947410,21.0,253.0,68.0,M,2.0,554607.09,6.0,9.0,Test,0,3,3,3,3,7
18649,18649,1229236,9.0,113.0,28.0,M,4.0,34663.54,6.0,9.0,Test,1,3,3,2,2,7
18651,18651,2386890,17.0,206.0,48.0,F,2.0,104272.7,3.0,6.0,Control,1,5,3,2,2,17
18652,18652,154458,6.0,72.0,42.0,U,2.0,57851.96,6.0,9.0,Control,0,3,1,2,2,5
18653,18653,1853288,13.0,157.0,50.0,F,2.0,35851.76,0.0,3.0,Test,0,1,1,0,0,0
18654,18654,3029315,4.0,57.0,22.0,U,2.0,27900.15,5.0,8.0,Test,1,2,2,1,1,0
18655,18655,9651415,10.0,123.0,40.0,F,2.0,32894.71,0.0,3.0,Test,1,1,1,1,1,2
18656,18656,2560783,10.0,129.0,70.0,F,2.0,72460.85,0.0,3.0,Test,1,1,1,1,1,7
18657,18657,7789966,13.0,158.0,73.0,F,2.0,97518.33,1.0,4.0,Test,0,2,2,4,3,22
18659,18659,2467505,20.0,243.0,54.0,M,2.0,37144.56,6.0,9.0,Test,3,1,1,1,1,6
18661,18661,4791008,5.0,65.0,28.0,U,3.0,69168.53,5.0,8.0,Test,1,1,1,1,1,4
18662,18662,1235981,16.0,199.0,68.0,M,2.0,48862.55,0.0,3.0,Control,2,1,1,1,1,23
18663,18663,6257765,14.0,176.0,42.0,M,2.0,28155.7,0.0,3.0,Test,1,1,1,1,1,1
18664,18664,1676632,8.0,99.0,64.0,M,3.0,1030196.4,6.0,9.0,Test,2,4,2,2,1,7
18666,18666,6122115,13.0,156.0,29.0,F,2.0,80683.0,6.0,9.0,Control,0,4,1,1,1,4
18667,18667,4967715,15.0,181.0,57.0,F,2.0,35853.34,0.0,3.0,Test,0,1,1,0,0,0
18668,18668,5665278,12.0,147.0,50.0,M,2.0,55008.39,1.0,4.0,Control,1,1,1,1,1,3
18669,18669,805952,10.0,120.0,24.0,F,2.0,39415.22,3.0,7.0,Control,0,1,2,2,2,5
18670,18670,3429201,8.0,103.0,40.0,U,3.0,151152.36,3.0,6.0,Control,1,1,1,1,1,7
18671,18671,3088472,31.0,375.0,63.0,F,2.0,70001.61,3.0,6.0,Control,0,2,1,0,0,2
18672,18672,9974466,9.0,115.0,58.0,F,2.0,532825.34,6.0,9.0,Test,2,2,1,1,1,8
18673,18673,1902079,11.0,136.0,34.0,M,2.0,52289.53,6.0,9.0,Test,1,1,1,1,1,3
18674,18674,9166493,13.0,167.0,36.0,M,2.0,49767.11,4.0,7.0,Test,0,2,1,1,0,2
18675,18675,9359900,14.0,173.0,44.0,M,2.0,55395.38,1.0,4.0,Control,0,1,1,15,5,6
18676,18676,1979830,10.0,131.0,53.0,M,2.0,31817.16,1.0,4.0,Test,1,1,1,1,1,7
18677,18677,6249597,5.0,70.0,28.0,M,2.0,73343.09,2.0,5.0,Control,1,1,4,3,2,4
18678,18678,2092004,8.0,107.0,36.0,M,2.0,32010.91,1.0,4.0,Test,1,1,1,1,1,1
18679,18679,58456,15.0,183.0,61.0,U,2.0,33476.26,5.0,8.0,Control,4,6,3,1,1,18
18680,18680,13831,16.0,194.0,42.0,F,3.0,241208.2,6.0,9.0,Control,0,6,2,1,0,39
18681,18681,2933245,5.0,60.0,26.0,U,2.0,25850.55,4.0,7.0,Test,1,1,2,2,1,6
18682,18682,3831391,10.0,128.0,51.0,F,2.0,587435.91,2.0,5.0,Test,0,5,1,0,0,2
18683,18683,4834157,6.0,73.0,25.0,U,2.0,45850.86,0.0,3.0,Control,1,4,1,1,1,11
18685,18685,2957681,22.0,265.0,67.0,F,2.0,77602.23,4.0,7.0,Control,0,2,1,0,0,1
18686,18686,5396631,4.0,58.0,62.0,F,2.0,37072.81,1.0,4.0,Control,1,1,1,1,1,4
18687,18687,9171585,23.0,277.0,66.0,M,2.0,44358.2,2.0,5.0,Test,1,3,3,1,1,8
18688,18688,5617700,23.0,276.0,72.0,F,2.0,52431.49,2.0,5.0,Test,1,2,2,4,8,37
18689,18689,3478239,22.0,273.0,60.0,F,3.0,431914.54,4.0,7.0,Test,1,2,1,1,1,5
18690,18690,5178522,22.0,264.0,70.0,F,2.0,36822.4,4.0,7.0,Test,1,1,1,1,1,2
18692,18692,4636910,12.0,155.0,34.0,F,3.0,384056.82,6.0,9.0,Control,1,2,1,1,1,5
18694,18694,8965464,7.0,91.0,32.0,U,2.0,276955.8,6.0,9.0,Test,1,3,3,3,1,0
18695,18695,6034128,33.0,399.0,62.0,F,2.0,356252.46,1.0,4.0,Test,1,1,1,1,1,1
18696,18696,2276074,3.0,46.0,59.0,U,2.0,32682.04,5.0,8.0,Control,0,1,3,2,1,3
18697,18697,8943719,16.0,203.0,28.0,F,2.0,58875.2,2.0,5.0,Control,1,2,2,2,1,1
18699,18699,3390482,6.0,83.0,48.0,U,2.0,74329.67,6.0,9.0,Test,1,1,1,1,1,4
18700,18700,8252266,4.0,57.0,26.0,U,2.0,26387.76,1.0,4.0,Control,1,2,2,2,1,7
18701,18701,3638986,8.0,106.0,30.0,M,3.0,113341.11,6.0,9.0,Test,0,4,4,2,1,13
18703,18703,6112039,15.0,189.0,62.0,F,2.0,76568.2,2.0,5.0,Test,0,6,5,5,4,4
18704,18704,7732731,34.0,413.0,70.0,F,2.0,187642.95,4.0,8.0,Test,2,5,4,2,2,3
18705,18705,809046,26.0,316.0,54.0,F,2.0,104856.56,1.0,4.0,Test,0,5,1,2,0,2
18706,18706,170865,6.0,83.0,33.0,U,2.0,52452.02,3.0,6.0,Control,1,1,1,1,1,5
18707,18707,1932162,13.0,157.0,62.0,M,2.0,286077.5,4.0,7.0,Test,8,1,1,1,1,16
18708,18708,5194824,12.0,155.0,57.0,F,2.0,32898.65,4.0,7.0,Test,0,10,3,3,1,11
18709,18709,80241,13.0,157.0,65.0,F,2.0,33963.69,4.0,7.0,Control,0,3,1,0,0,1
18711,18711,1189894,16.0,192.0,22.0,M,2.0,115173.8,3.0,7.0,Control,1,1,1,1,1,3
18712,18712,9690558,15.0,182.0,34.0,M,3.0,45821.1,6.0,9.0,Test,2,1,1,1,1,3
18713,18713,4634966,12.0,150.0,69.0,M,2.0,25617.42,5.0,8.0,Control,0,1,1,1,1,3
18714,18714,1042593,5.0,70.0,34.0,U,3.0,71841.73,6.0,9.0,Test,0,1,1,1,2,3
18715,18715,7273049,7.0,85.0,62.0,U,2.0,115327.88,3.0,6.0,Test,1,1,1,1,1,5
18716,18716,8577484,14.0,171.0,52.0,M,2.0,33758.75,0.0,3.0,Test,1,1,1,1,1,24
18717,18717,4046358,5.0,66.0,30.0,U,2.0,122031.43,1.0,4.0,Test,1,7,3,3,3,3
18718,18718,6331553,8.0,104.0,36.0,F,3.0,989257.72,5.0,8.0,Test,1,1,1,1,1,2
18719,18719,5887829,6.0,75.0,50.0,U,2.0,43160.81,6.0,9.0,Control,1,14,2,3,3,72
18720,18720,607427,8.0,98.0,38.0,F,2.0,25965.53,1.0,4.0,Control,1,1,1,1,1,7
18721,18721,962255,4.0,56.0,28.0,F,2.0,42644.19,1.0,4.0,Test,1,1,1,1,1,2
18722,18722,2918674,14.0,171.0,48.0,F,2.0,240142.15,1.0,4.0,Test,1,1,1,1,1,2
18723,18723,4219512,6.0,72.0,32.0,F,2.0,63033.51,4.0,7.0,Test,0,3,0,0,0,1
18724,18724,1435291,6.0,76.0,68.0,U,2.0,31848.09,4.0,7.0,Test,1,1,1,1,1,5
18725,18725,3912353,16.0,192.0,60.0,F,2.0,43642.37,6.0,9.0,Control,1,1,1,1,3,1
18726,18726,8475183,3.0,46.0,22.0,U,2.0,27116.69,1.0,4.0,Test,1,1,2,2,1,3
18727,18727,4022071,5.0,67.0,32.0,U,2.0,25048.03,1.0,4.0,Test,1,1,1,1,1,1
18728,18728,3535465,10.0,121.0,76.0,M,2.0,158016.46,2.0,5.0,Test,1,1,1,1,1,21
18729,18729,9585752,9.0,116.0,56.0,F,2.0,147119.11,0.0,3.0,Control,1,1,1,1,1,12
18730,18730,1941452,6.0,83.0,33.0,U,2.0,55711.13,6.0,9.0,Test,0,3,1,1,0,8
18731,18731,4876243,21.0,263.0,58.0,U,2.0,53061.34,5.0,8.0,Test,1,3,3,3,3,9
18732,18732,6229944,21.0,261.0,50.0,U,2.0,226312.72,2.0,5.0,Test,3,1,1,1,1,16
18733,18733,4453835,19.0,238.0,32.0,M,3.0,136283.78,4.0,7.0,Test,0,3,1,1,1,4
18734,18734,8039,18.0,226.0,58.0,U,2.0,79960.0,6.0,9.0,Control,0,1,1,1,1,4
18735,18735,6829634,17.0,214.0,47.0,U,3.0,283002.3,2.0,5.0,Test,1,1,1,1,1,3
18736,18736,6968533,17.0,214.0,45.0,M,2.0,29572.91,1.0,4.0,Test,0,5,0,0,0,2
18737,18737,6938438,22.0,271.0,38.0,F,3.0,32150.45,4.0,7.0,Test,0,2,0,0,0,1
18738,18738,2345113,12.0,154.0,52.0,F,2.0,34777.18,0.0,3.0,Test,0,8,2,2,1,25
18739,18739,6319952,5.0,60.0,42.0,U,3.0,65032.84,3.0,6.0,Test,0,2,1,1,1,2
18740,18740,3008375,10.0,131.0,42.0,F,2.0,102428.72,4.0,7.0,Test,1,1,1,1,1,2
18741,18741,7075904,10.0,130.0,42.0,F,4.0,264219.09,3.0,6.0,Control,1,2,1,1,1,4
18742,18742,1981903,6.0,83.0,58.0,U,2.0,164496.94,1.0,4.0,Test,1,1,1,1,1,4
18743,18743,9316616,29.0,356.0,34.0,F,4.0,253476.2,6.0,9.0,Test,1,1,1,1,1,1
18744,18744,4601637,6.0,73.0,29.0,U,2.0,67202.44,2.0,5.0,Test,2,1,1,1,1,1
18746,18746,8964788,16.0,196.0,62.0,F,2.0,100350.11,4.0,7.0,Test,2,4,2,1,1,6
18747,18747,9615383,32.0,393.0,47.0,M,2.0,45727.71,1.0,4.0,Control,0,2,2,2,4,3
18748,18748,7052152,28.0,347.0,24.0,M,2.0,681851.08,3.0,6.0,Test,0,6,0,0,0,2
18749,18749,8027961,20.0,242.0,68.0,M,2.0,141267.22,6.0,9.0,Test,1,1,1,1,1,3
18750,18750,5815644,7.0,95.0,26.0,U,2.0,61571.26,2.0,5.0,Control,1,2,2,2,1,1
18751,18751,5812262,6.0,75.0,32.0,U,3.0,51357.86,1.0,4.0,Test,1,3,2,2,2,3
18752,18752,615245,13.0,157.0,66.0,M,2.0,32323.04,4.0,7.0,Control,0,2,1,0,0,1
18753,18753,610964,31.0,381.0,58.0,F,2.0,603834.65,6.0,9.0,Control,0,3,1,0,0,1
18754,18754,3261503,9.0,108.0,57.0,M,3.0,80625.31,6.0,9.0,Control,0,2,1,0,0,1
18755,18755,3366510,6.0,83.0,50.0,U,2.0,105214.76,3.0,6.0,Test,2,1,1,1,1,5
18756,18756,9691746,4.0,58.0,38.0,U,2.0,66913.03,5.0,8.0,Control,0,1,1,0,0,0
18757,18757,1061310,11.0,136.0,32.0,M,2.0,100635.83,3.0,6.0,Control,1,1,1,1,1,3
18759,18759,8967374,8.0,106.0,31.0,F,2.0,53266.86,4.0,7.0,Test,0,3,0,0,0,2
18760,18760,7717237,6.0,83.0,40.0,U,3.0,74878.2,4.0,7.0,Control,1,4,2,1,1,6
18762,18762,7758352,13.0,156.0,30.0,M,2.0,59560.3,1.0,4.0,Test,1,1,1,1,1,3
18763,18763,5394104,7.0,94.0,46.0,U,2.0,31910.93,5.0,8.0,Control,2,1,1,1,1,6
18764,18764,6030486,11.0,133.0,44.0,F,2.0,23798.77,0.0,3.0,Control,1,4,1,0,1,13
18765,18765,550793,7.0,92.0,28.0,U,2.0,32073.2,3.0,6.0,Test,2,2,2,1,1,7
18766,18766,7867689,11.0,140.0,41.0,F,2.0,108578.66,3.0,6.0,Test,0,3,0,0,0,2
18767,18767,3815125,14.0,171.0,61.0,M,2.0,372476.67,6.0,9.0,Test,0,5,5,1,1,4
18768,18768,5700235,6.0,81.0,54.0,F,2.0,180848.17,3.0,6.0,Control,1,2,1,1,1,8
18769,18769,2694902,8.0,106.0,56.0,M,2.0,663446.81,5.0,8.0,Control,1,3,1,1,1,4
18770,18770,6423460,17.0,212.0,56.0,M,3.0,1654536.75,6.0,9.0,Test,0,3,0,0,0,3
18771,18771,7550339,12.0,145.0,44.0,F,2.0,44234.39,4.0,7.0,Control,1,1,1,1,1,6
18772,18772,2065383,19.0,238.0,56.0,M,2.0,32024.11,3.0,6.0,Test,0,2,2,2,0,4
18773,18773,2778172,11.0,137.0,58.0,M,2.0,75227.51,5.0,8.0,Test,1,1,1,1,1,4
18774,18774,8315340,4.0,58.0,29.0,M,3.0,356945.72,6.0,9.0,Control,1,2,2,2,1,0
18775,18775,3877620,10.0,124.0,30.0,F,2.0,91819.19,0.0,3.0,Test,2,1,1,1,1,6
18776,18776,7749080,8.0,104.0,28.0,F,2.0,36908.07,1.0,4.0,Test,1,1,1,1,1,2
18777,18777,7193766,6.0,75.0,22.0,U,2.0,36907.51,5.0,8.0,Control,1,1,1,1,1,14
18778,18778,5624983,6.0,76.0,40.0,F,2.0,65284.82,6.0,9.0,Control,1,3,2,1,1,1
18779,18779,9887604,15.0,181.0,43.0,M,2.0,58962.42,2.0,5.0,Control,0,2,1,0,0,0
18780,18780,7320660,15.0,190.0,66.0,F,2.0,81117.21,4.0,7.0,Test,1,1,1,1,1,3
18781,18781,631366,15.0,189.0,49.0,M,2.0,25001.95,6.0,9.0,Test,1,2,2,1,1,0
18783,18783,2706171,17.0,212.0,56.0,M,2.0,325036.97,6.0,9.0,Test,1,2,2,1,2,31
18785,18785,6528518,23.0,279.0,72.0,M,3.0,73939.21,6.0,9.0,Test,1,6,4,3,3,22
18786,18786,1835426,22.0,274.0,78.0,M,3.0,249444.74,5.0,8.0,Test,2,2,2,3,2,7
18787,18787,8095324,21.0,262.0,51.0,F,2.0,191007.81,1.0,4.0,Test,1,3,1,1,1,3
18788,18788,6106797,21.0,252.0,65.0,M,4.0,350010.87,6.0,9.0,Test,0,2,2,2,1,5
18789,18789,4740995,20.0,250.0,62.0,F,2.0,33980.68,0.0,3.0,Control,1,1,1,1,1,3
18792,18792,4972499,17.0,209.0,40.0,F,2.0,285949.28,2.0,5.0,Control,1,1,2,2,3,29
18793,18793,8013513,16.0,202.0,61.0,M,2.0,67880.23,1.0,4.0,Test,0,7,6,6,4,4
18794,18794,8262866,10.0,121.0,32.0,M,2.0,85067.56,6.0,9.0,Control,1,1,1,1,1,2
18795,18795,1634583,5.0,69.0,36.0,U,2.0,106828.6,1.0,4.0,Control,1,3,2,2,2,2
18796,18796,7018882,7.0,91.0,54.0,U,2.0,65614.86,3.0,6.0,Control,1,1,1,1,1,2
18799,18799,9436768,14.0,179.0,33.0,F,2.0,57675.7,1.0,5.0,Control,0,2,0,0,0,1
18800,18800,6594076,5.0,70.0,26.0,F,2.0,76013.87,0.0,4.0,Control,1,1,1,1,1,2
18801,18801,7197673,5.0,71.0,20.0,U,2.0,27834.81,2.0,5.0,Control,1,1,1,1,1,1
18802,18802,2557122,16.0,193.0,73.0,M,3.0,245010.75,6.0,9.0,Test,1,1,1,1,1,6
18803,18803,2681612,25.0,308.0,28.0,M,3.0,337093.46,0.0,3.0,Control,1,1,1,1,1,5
18804,18804,9235731,14.0,176.0,78.0,M,3.0,108712.15,6.0,9.0,Control,1,1,1,1,1,3
18805,18805,753410,14.0,170.0,59.0,F,2.0,42493.23,2.0,5.0,Test,0,5,0,0,0,21
18806,18806,2318565,7.0,86.0,52.0,U,2.0,116151.14,2.0,5.0,Test,1,2,2,2,1,0
18807,18807,1814949,9.0,118.0,46.0,F,2.0,29672.99,0.0,3.0,Test,1,2,2,1,1,6
18808,18808,3760660,19.0,237.0,50.0,M,2.0,129287.16,2.0,5.0,Control,1,1,2,1,1,9
18809,18809,5624781,7.0,84.0,38.0,U,2.0,27806.87,4.0,7.0,Control,1,1,1,1,1,2
18810,18810,6949145,15.0,182.0,30.0,F,2.0,25076.71,1.0,4.0,Control,1,2,1,1,1,4
18811,18811,7364879,5.0,65.0,25.0,U,2.0,38556.3,5.0,8.0,Control,0,5,2,0,0,1
18812,18812,1302897,18.0,226.0,58.0,M,2.0,41462.81,4.0,7.0,Test,1,1,1,1,1,7
18813,18813,7059880,16.0,202.0,44.0,F,3.0,35619.81,1.0,4.0,Control,0,4,1,0,0,1
18814,18814,9427939,16.0,201.0,67.0,M,2.0,631824.01,4.0,7.0,Control,1,2,1,2,2,4
18815,18815,8172442,19.0,228.0,52.0,M,2.0,48143.14,4.0,7.0,Control,1,1,1,2,2,3
18816,18816,4912795,10.0,130.0,32.0,F,2.0,39317.55,2.0,5.0,Test,1,2,1,1,1,3
18817,18817,7302525,5.0,62.0,64.0,U,2.0,35198.83,2.0,5.0,Control,1,2,2,1,1,7
18818,18818,6612005,6.0,81.0,51.0,U,2.0,84451.03,2.0,5.0,Test,0,2,1,1,0,12
18819,18819,2735258,16.0,192.0,66.0,F,2.0,69196.0,0.0,3.0,Test,1,1,1,1,2,5
18820,18820,1911636,10.0,130.0,33.0,F,2.0,130033.21,4.0,7.0,Control,0,3,3,3,2,52
18821,18821,4214883,11.0,132.0,73.0,M,2.0,70475.39,0.0,3.0,Test,0,3,1,0,0,2
18822,18822,1197861,16.0,199.0,40.0,F,2.0,70032.55,0.0,3.0,Test,0,2,0,0,0,1
18824,18824,3797582,9.0,118.0,33.0,F,2.0,96033.0,0.0,3.0,Control,0,3,1,1,1,21
18825,18825,4527092,16.0,197.0,25.0,M,2.0,74879.26,1.0,4.0,Test,0,2,1,1,0,5
18826,18826,525775,11.0,141.0,74.0,M,2.0,823277.56,6.0,9.0,Control,1,6,3,1,1,1
18828,18828,9254970,7.0,85.0,38.0,U,2.0,40634.09,3.0,6.0,Test,1,5,3,1,1,2
18829,18829,1140618,13.0,165.0,56.0,F,2.0,38905.63,2.0,5.0,Test,1,3,2,1,1,16
18830,18830,3874965,4.0,57.0,22.0,U,2.0,54413.26,3.0,6.0,Test,0,3,4,3,0,1
18831,18831,606139,14.0,177.0,40.0,U,2.0,30017.91,0.0,3.0,Test,1,2,4,4,1,4
18832,18832,4155707,25.0,300.0,61.0,F,2.0,42548.3,2.0,5.0,Test,0,2,1,0,0,1
18833,18833,5705780,24.0,295.0,32.0,M,3.0,87365.29,6.0,9.0,Control,1,2,2,1,1,0
18834,18834,6950569,21.0,262.0,67.0,M,2.0,72200.01,3.0,6.0,Control,0,3,2,0,0,3
18835,18835,9115050,13.0,162.0,26.0,M,2.0,28099.64,0.0,3.0,Control,1,1,1,1,1,2
18836,18836,7070873,7.0,85.0,26.0,U,2.0,75092.93,1.0,4.0,Test,1,3,2,1,1,4
18837,18837,1455660,15.0,191.0,56.0,F,2.0,56588.44,5.0,8.0,Control,1,1,1,1,1,7
18838,18838,9099010,7.0,94.0,25.0,U,2.0,35423.53,4.0,7.0,Test,0,2,0,0,0,4
18841,18841,6297367,14.0,168.0,58.0,M,2.0,2546117.7,4.0,7.0,Control,1,1,1,1,1,4
18842,18842,3600460,7.0,87.0,22.0,M,2.0,26709.66,0.0,3.0,Test,1,1,1,1,1,2
18843,18843,92665,5.0,70.0,35.0,U,3.0,87511.85,5.0,8.0,Test,0,1,1,1,1,5
18844,18844,579429,23.0,287.0,70.0,F,2.0,31998.08,4.0,7.0,Control,1,1,1,1,1,7
18845,18845,2269185,10.0,130.0,37.0,F,2.0,35124.16,3.0,6.0,Test,0,3,0,0,0,3
18846,18846,3173410,14.0,173.0,59.0,M,2.0,186042.95,4.0,7.0,Control,0,2,0,0,0,1
18847,18847,5581214,7.0,85.0,52.0,U,2.0,40852.25,3.0,6.0,Control,1,1,1,1,1,2
18849,18849,3570177,5.0,70.0,32.0,U,3.0,69783.64,3.0,6.0,Test,2,1,1,1,1,3
18851,18851,9402612,5.0,61.0,32.0,U,2.0,30928.7,2.0,5.0,Test,1,1,1,1,1,2
18852,18852,9061738,14.0,168.0,32.0,M,2.0,96448.69,6.0,9.0,Test,1,1,1,1,1,3
18853,18853,9627836,14.0,179.0,60.0,F,2.0,45281.1,6.0,9.0,Test,1,5,2,2,1,15
18854,18854,4702475,14.0,178.0,56.0,M,2.0,46521.57,0.0,4.0,Control,1,3,3,1,1,5
18855,18855,1658654,4.0,59.0,28.0,U,2.0,39474.64,1.0,4.0,Test,1,1,2,3,2,3
18856,18856,128147,9.0,113.0,26.0,M,2.0,54746.26,6.0,9.0,Control,0,2,1,1,0,3
18857,18857,7871152,6.0,82.0,20.0,M,2.0,38507.0,0.0,3.0,Control,1,1,1,1,1,4
18858,18858,1860313,4.0,58.0,31.0,U,3.0,91056.89,6.0,9.0,Control,0,2,0,0,0,2
18859,18859,9259068,11.0,136.0,34.0,M,2.0,139612.12,3.0,6.0,Test,1,2,2,1,1,18
18860,18860,5360325,5.0,60.0,60.0,U,2.0,53621.57,2.0,5.0,Control,1,2,2,2,1,5
18861,18861,1246588,5.0,62.0,54.0,U,2.0,119439.36,4.0,8.0,Control,4,4,2,1,1,2
18862,18862,1196136,7.0,94.0,29.0,U,3.0,33005.8,6.0,9.0,Control,0,1,1,1,0,0
18863,18863,3252218,12.0,147.0,34.0,M,2.0,36023.0,1.0,4.0,Control,1,1,1,1,1,6
18864,18864,3214901,6.0,82.0,36.0,M,3.0,52134.22,2.0,5.0,Test,2,1,1,1,1,2
18865,18865,4968571,27.0,327.0,34.0,M,2.0,154065.12,6.0,9.0,Control,1,1,3,2,2,4
18866,18866,8302339,7.0,85.0,47.0,U,2.0,55987.12,0.0,3.0,Control,4,1,1,1,1,28
18867,18867,2846232,7.0,94.0,64.0,U,2.0,74593.32,5.0,8.0,Test,1,1,2,2,1,2
18868,18868,8006118,7.0,94.0,45.0,U,2.0,51274.65,2.0,5.0,Test,0,3,3,0,0,2
18869,18869,2008582,4.0,57.0,29.0,M,3.0,195326.48,6.0,9.0,Test,0,2,1,1,1,3
18871,18871,744039,6.0,82.0,26.0,U,2.0,38238.72,0.0,3.0,Test,1,1,1,1,1,3
18872,18872,8330372,9.0,116.0,74.0,F,2.0,64975.25,1.0,4.0,Test,1,4,2,2,1,16
18873,18873,6508011,12.0,155.0,70.0,U,2.0,271066.47,6.0,9.0,Test,0,5,3,0,0,0
18874,18874,4174906,8.0,97.0,28.0,U,3.0,132729.05,6.0,9.0,Control,1,1,1,1,1,2
18875,18875,3123548,4.0,57.0,52.0,M,2.0,75381.5,3.0,6.0,Test,1,1,1,1,1,4
18876,18876,4592206,24.0,290.0,60.0,F,2.0,136404.37,2.0,5.0,Control,1,1,1,1,1,17
18877,18877,6630292,23.0,281.0,56.0,F,2.0,29239.65,1.0,4.0,Control,1,1,1,1,1,7
18878,18878,9628678,21.0,262.0,46.0,F,4.0,406753.7,2.0,5.0,Control,1,1,1,1,1,4
18879,18879,3848142,21.0,253.0,54.0,M,2.0,195405.29,6.0,9.0,Test,0,4,2,2,0,1
18880,18880,4211128,21.0,252.0,48.0,F,2.0,622391.24,3.0,6.0,Test,3,1,1,1,1,6
18881,18881,7007284,34.0,413.0,70.0,M,2.0,2204296.96,6.0,9.0,Control,3,4,2,1,1,1
18882,18882,8338121,19.0,239.0,22.0,M,2.0,38813.73,0.0,3.0,Test,1,1,1,1,1,2
18883,18883,6696882,4.0,54.0,42.0,F,2.0,111237.96,3.0,6.0,Control,0,9,4,2,0,17
