,Unnamed: 0,Client ID,Client tenure year,Client tenure month,Client age,Gender,Number of accounts,Balance,Calls in the last 6 months,Log ons in the last 6 months,Variation,confirm,start,step_1,step_2,step_3,visit_duration
0,0,836976,6.0,73.0,60.0,U,2.0,45105.3,6.0,9.0,Test,3,5,1,1,1,30
1,1,2304905,7.0,94.0,58.0,U,2.0,110860.3,6.0,9.0,Control,1,2,1,1,1,5
2,2,1439522,5.0,64.0,32.0,U,2.0,52467.79,6.0,9.0,Test,0,2,1,1,1,2
5,5,3727881,5.0,71.0,30.0,U,2.0,23915.6,0.0,3.0,Control,1,1,1,2,2,6
6,6,272934,5.0,66.0,58.0,U,2.0,27021.42,2.0,5.0,Control,1,1,1,1,1,4
7,7,388801,30.0,361.0,58.0,M,5.0,522498.72,1.0,4.0,Test,1,1,1,1,1,10
8,8,285619,30.0,369.0,68.0,M,2.0,299388.72,3.0,6.0,Control,1,1,1,3,3,5
9,9,8198645,15.0,189.0,54.0,F,2.0,382303.83,6.0,9.0,Test,1,1,1,1,1,10
10,10,8368822,8.0,100.0,34.0,U,2.0,75578.54,0.0,3.0,Control,1,1,1,1,1,2
11,11,2537139,8.0,99.0,52.0,U,2.0,135940.68,6.0,9.0,Control,1,1,1,1,1,3
12,12,2208717,5.0,67.0,33.0,U,2.0,29782.96,6.0,9.0,Test,1,2,2,1,1,7
13,13,2214073,16.0,193.0,62.0,M,3.0,136818.03,6.0,9.0,Test,2,1,1,1,1,40
14,14,2368987,5.0,71.0,54.0,U,2.0,44408.87,2.0,5.0,Control,1,1,1,1,4,43
15,15,2892152,4.0,58.0,36.0,U,2.0,46815.48,5.0,8.0,Test,1,4,2,2,1,7
16,16,4536541,3.0,47.0,74.0,U,2.0,47804.5,1.0,4.0,Test,0,2,2,2,1,5
17,17,3788589,10.0,122.0,32.0,M,2.0,30750.76,0.0,3.0,Control,1,1,1,1,1,11
18,18,719792,11.0,136.0,31.0,F,2.0,111736.78,5.0,8.0,Test,2,1,1,1,1,4
19,19,5904035,8.0,101.0,26.0,U,2.0,27848.76,3.0,6.0,Test,2,1,1,1,1,4
20,20,1502049,8.0,100.0,31.0,U,2.0,28952.15,0.0,3.0,Control,4,1,1,1,1,79
21,21,6590646,8.0,103.0,42.0,F,3.0,2768726.87,5.0,8.0,Test,1,1,1,1,1,2
22,22,7585111,5.0,70.0,42.0,U,3.0,36621.41,1.0,4.0,Control,0,1,1,1,1,3
23,23,3638336,12.0,152.0,30.0,M,3.0,54296.67,3.0,6.0,Test,1,1,1,1,1,3
25,25,1508759,6.0,80.0,58.0,U,2.0,66514.85,4.0,7.0,Test,1,3,1,1,1,7
26,26,9381346,7.0,88.0,62.0,U,2.0,272252.76,0.0,3.0,Control,1,1,1,4,4,5
27,27,7035604,7.0,86.0,30.0,U,2.0,28175.92,1.0,4.0,Control,1,1,1,1,1,2
28,28,3055315,5.0,65.0,34.0,F,2.0,66560.69,1.0,5.0,Control,1,16,2,2,1,6
29,29,3350906,5.0,68.0,55.0,U,2.0,88627.18,2.0,5.0,Control,0,6,1,1,1,17
30,30,2109862,7.0,93.0,38.0,U,2.0,35917.29,2.0,5.0,Test,1,2,2,2,2,1
31,31,1549737,7.0,94.0,68.0,U,2.0,35608.94,1.0,4.0,Control,1,1,1,1,1,4
32,32,7474517,6.0,73.0,52.0,U,2.0,53993.47,4.0,7.0,Control,1,1,2,2,2,7
33,33,6448014,7.0,85.0,58.0,U,2.0,82787.46,6.0,9.0,Control,1,1,1,2,1,3
35,35,2305285,14.0,168.0,54.0,M,2.0,132347.89,6.0,9.0,Control,0,9,1,1,1,6
36,36,5889920,11.0,142.0,33.0,M,2.0,106249.03,1.0,4.0,Test,0,2,0,0,0,4
37,37,3065089,19.0,228.0,63.0,M,2.0,439723.43,6.0,9.0,Test,0,11,10,6,3,3
38,38,313570,18.0,223.0,48.0,F,2.0,75124.07,2.0,5.0,Test,1,1,1,1,1,9
39,39,9721424,12.0,152.0,32.0,F,2.0,29667.6,0.0,3.0,Test,1,3,3,3,2,4
40,40,3753796,25.0,305.0,66.0,F,2.0,214661.75,6.0,9.0,Control,1,2,1,1,1,4
41,41,6647577,23.0,286.0,68.0,F,3.0,86005.57,2.0,5.0,Test,0,1,1,0,0,0
42,42,6341488,23.0,285.0,65.0,F,2.0,116534.46,5.0,8.0,Test,1,1,1,1,1,13
43,43,838619,23.0,280.0,60.0,F,2.0,131309.81,0.0,3.0,Test,1,2,2,2,2,3
44,44,2000151,21.0,254.0,38.0,F,2.0,136515.54,6.0,9.0,Test,0,2,1,0,0,1
45,45,6579978,21.0,253.0,74.0,M,2.0,71192.58,1.0,4.0,Control,0,1,1,0,0,0
47,47,7419744,18.0,221.0,49.0,U,2.0,162233.71,0.0,3.0,Test,1,2,4,1,1,14
48,48,9796602,18.0,216.0,46.0,F,2.0,25827.39,0.0,3.0,Test,0,3,2,2,0,1
49,49,1329260,17.0,212.0,64.0,F,2.0,666138.27,5.0,8.0,Control,1,2,1,1,1,6
50,50,4821014,17.0,204.0,62.0,M,2.0,45073.26,1.0,4.0,Control,1,2,3,5,3,14
51,51,7906602,21.0,260.0,54.0,F,2.0,39725.28,2.0,5.0,Test,1,1,1,1,1,3
52,52,2671231,5.0,68.0,23.0,U,2.0,43062.3,1.0,4.0,Control,1,1,1,1,1,2
53,53,9587439,5.0,66.0,26.0,U,2.0,28875.65,6.0,9.0,Control,1,1,1,1,1,4
54,54,5542798,9.0,116.0,56.0,M,2.0,79888.68,5.0,8.0,Test,1,1,1,1,1,2
55,55,5977906,10.0,130.0,76.0,F,2.0,82916.93,3.0,6.0,Control,1,1,1,1,1,3
56,56,7928244,14.0,177.0,33.0,F,2.0,105416.69,6.0,9.0,Test,1,1,1,1,1,2
57,57,4906392,13.0,159.0,28.0,F,2.0,52600.87,2.0,5.0,Control,1,1,1,2,2,9
58,58,3939684,15.0,190.0,60.0,F,2.0,48166.13,1.0,4.0,Control,1,2,1,1,1,7
59,59,3731320,7.0,89.0,40.0,U,2.0,34487.99,6.0,9.0,Test,2,1,1,1,1,8
60,60,9055726,5.0,70.0,25.0,U,3.0,33261.64,6.0,9.0,Test,0,2,2,1,1,8
61,61,5808972,5.0,66.0,23.0,U,2.0,29898.98,0.0,3.0,Control,0,1,1,0,0,0
62,62,7414763,7.0,91.0,27.0,U,2.0,53219.65,6.0,9.0,Test,0,1,1,1,1,2
63,63,1531616,10.0,129.0,60.0,M,2.0,100777.88,6.0,9.0,Control,0,3,2,2,2,2
64,64,8387066,27.0,329.0,66.0,M,2.0,406190.96,6.0,9.0,Test,6,1,1,1,1,4
65,65,3402999,7.0,92.0,39.0,U,2.0,56527.9,0.0,3.0,Control,0,1,1,1,1,4
67,67,5908339,15.0,190.0,40.0,F,2.0,205785.55,5.0,8.0,Control,1,1,1,1,1,3
68,68,4442018,6.0,82.0,33.0,U,2.0,65264.87,6.0,9.0,Control,0,5,4,1,1,35
70,70,3284361,12.0,152.0,32.0,F,2.0,28085.99,1.0,4.0,Test,1,1,1,1,1,2
72,72,9150149,5.0,66.0,44.0,U,2.0,104179.39,2.0,5.0,Control,1,2,1,1,1,17
73,73,7176877,5.0,66.0,35.0,U,2.0,75279.47,2.0,5.0,Control,1,1,1,1,1,4
74,74,410752,11.0,142.0,19.0,M,2.0,25640.01,2.0,5.0,Test,1,1,1,1,1,2
75,75,3979917,19.0,239.0,63.0,M,2.0,374919.6,4.0,7.0,Control,1,2,1,1,1,3
76,76,7759130,5.0,69.0,64.0,U,2.0,78278.56,6.0,9.0,Test,1,1,1,1,1,15
77,77,5587497,7.0,91.0,64.0,U,2.0,410277.5,5.0,8.0,Control,0,5,1,1,1,20
78,78,4264493,5.0,67.0,22.0,U,3.0,36298.01,6.0,9.0,Control,1,1,1,1,1,2
80,80,5816825,14.0,178.0,54.0,F,2.0,32873.33,3.0,6.0,Test,1,2,2,1,1,13
81,81,9692048,11.0,142.0,38.0,M,2.0,87935.1,4.0,7.0,Control,0,10,1,1,0,16
82,82,9250552,7.0,95.0,34.0,U,2.0,77674.34,2.0,5.0,Control,1,1,1,1,1,3
83,83,1730954,5.0,63.0,36.0,F,2.0,58456.9,0.0,3.0,Control,1,1,2,2,2,7
84,84,2264903,15.0,187.0,61.0,M,2.0,63368.8,2.0,5.0,Test,1,4,2,1,1,0
85,85,7321667,7.0,95.0,40.0,U,2.0,68761.49,6.0,9.0,Test,1,9,5,2,1,23
86,86,1460648,24.0,288.0,40.0,F,5.0,121700.66,5.0,8.0,Test,3,1,1,1,1,4
88,88,1459001,20.0,251.0,72.0,M,3.0,166623.2,1.0,4.0,Control,1,3,2,0,0,1
89,89,6398341,20.0,250.0,34.0,F,3.0,109127.33,6.0,9.0,Control,1,1,2,2,2,4
90,90,5531076,19.0,228.0,44.0,M,2.0,67727.62,2.0,5.0,Control,1,2,1,1,1,2
91,91,3162487,8.0,101.0,40.0,U,2.0,259691.04,0.0,3.0,Test,1,7,3,2,1,1
92,92,2570380,4.0,56.0,52.0,U,2.0,51670.68,2.0,5.0,Control,1,1,1,2,2,3
93,93,5449775,4.0,56.0,28.0,U,2.0,46749.74,2.0,5.0,Control,1,2,2,2,1,9
94,94,8415669,14.0,178.0,60.0,M,2.0,43793.82,0.0,3.0,Control,1,1,1,1,1,6
95,95,6810931,5.0,60.0,23.0,U,2.0,45780.6,5.0,8.0,Test,0,2,1,1,0,2
97,97,6737425,15.0,190.0,60.0,M,2.0,83778.79,5.0,8.0,Test,1,2,2,1,1,5
98,98,7949341,14.0,175.0,48.0,U,2.0,25253.27,0.0,3.0,Test,0,2,2,1,2,12
99,99,7458635,7.0,94.0,26.0,U,3.0,158434.49,6.0,9.0,Control,1,4,5,3,2,18
100,100,3322068,15.0,188.0,45.0,F,2.0,140687.41,6.0,9.0,Test,0,1,1,0,0,1
101,101,1643775,4.0,59.0,18.0,U,2.0,25270.36,1.0,4.0,Control,1,1,1,1,1,2
102,102,934609,14.0,169.0,54.0,F,2.0,136573.63,1.0,4.0,Test,0,5,2,0,0,8
103,103,2408879,4.0,58.0,49.0,U,2.0,208004.65,5.0,8.0,Test,1,4,2,2,1,11
104,104,1596507,28.0,336.0,78.0,F,3.0,175883.31,6.0,9.0,Test,0,4,2,2,2,1
105,105,8763719,12.0,149.0,40.0,M,3.0,98540.5,6.0,9.0,Control,1,2,2,2,1,5
106,106,7702214,6.0,73.0,32.0,U,2.0,43988.28,6.0,9.0,Control,0,2,1,1,0,0
107,107,200698,13.0,156.0,32.0,M,2.0,28559.28,2.0,5.0,Test,1,1,1,1,1,3
108,108,7449147,27.0,330.0,26.0,F,2.0,215247.66,3.0,6.0,Control,1,1,1,1,1,3
109,109,2096514,14.0,175.0,60.0,F,2.0,84419.06,1.0,4.0,Control,2,1,1,1,1,10
110,110,5474775,14.0,175.0,40.0,F,2.0,95855.61,0.0,3.0,Test,1,1,1,1,1,3
111,111,6226205,12.0,155.0,68.0,F,2.0,45294.1,4.0,7.0,Test,1,1,1,1,1,17
112,112,2069824,13.0,167.0,50.0,F,2.0,52157.46,6.0,9.0,Control,4,2,2,1,1,0
113,113,7045562,7.0,96.0,34.0,U,3.0,73644.53,1.0,4.0,Control,1,1,1,1,1,4
114,114,8501949,7.0,93.0,27.0,U,2.0,76834.13,5.0,8.0,Test,0,3,0,0,0,3
115,115,5376149,20.0,242.0,56.0,M,2.0,858054.38,6.0,9.0,Control,1,1,1,1,1,4
116,116,148954,13.0,163.0,60.0,F,2.0,89263.33,3.0,6.0,Control,1,1,1,1,1,3
117,117,7803610,7.0,91.0,29.0,U,2.0,66958.67,6.0,9.0,Test,1,2,2,1,1,3
118,118,7772844,4.0,59.0,38.0,U,3.0,43012.02,0.0,3.0,Test,1,2,2,1,1,2
119,119,4681026,6.0,81.0,57.0,U,2.0,99729.87,6.0,9.0,Control,1,1,1,1,1,3
120,120,9242446,15.0,182.0,70.0,M,2.0,56986.04,3.0,6.0,Control,1,1,1,1,1,3
121,121,1905822,11.0,134.0,28.0,F,2.0,49186.49,2.0,5.0,Control,1,1,1,2,2,6
122,122,5586955,6.0,80.0,32.0,U,2.0,30493.38,0.0,3.0,Test,0,2,0,0,0,2
123,123,6980695,4.0,56.0,74.0,U,2.0,143304.76,5.0,8.0,Control,1,1,1,2,2,3
124,124,3097635,9.0,113.0,22.0,M,2.0,27215.69,0.0,3.0,Test,0,5,3,2,2,13
125,125,2559930,14.0,172.0,50.0,F,2.0,26430.43,5.0,8.0,Control,0,1,1,0,0,0
126,126,2693746,14.0,172.0,52.0,M,2.0,35206.61,0.0,3.0,Control,1,1,1,2,2,4
127,127,9073948,7.0,85.0,58.0,U,2.0,175468.15,6.0,9.0,Control,1,3,3,1,1,3
128,128,9897542,6.0,82.0,23.0,U,2.0,66806.77,2.0,5.0,Control,1,2,1,2,2,5
129,129,6652996,10.0,120.0,50.0,F,2.0,48410.62,1.0,4.0,Control,0,2,1,1,1,4
131,131,4560228,6.0,73.0,53.0,M,2.0,98419.63,1.0,4.0,Test,0,2,0,0,0,2
132,132,1592329,17.0,212.0,28.0,U,2.0,27189.73,0.0,3.0,Control,1,1,1,1,1,3
133,133,5115750,22.0,271.0,62.0,F,4.0,351838.75,1.0,4.0,Control,0,1,1,1,0,1
134,134,7885704,20.0,244.0,66.0,F,2.0,34564.77,0.0,3.0,Test,1,1,1,2,2,3
135,135,2876901,4.0,58.0,54.0,U,2.0,47348.43,0.0,3.0,Test,1,3,3,3,2,5
136,136,2365190,5.0,66.0,30.0,U,3.0,30376.22,3.0,6.0,Test,2,1,1,1,1,8
138,138,730546,16.0,200.0,52.0,F,2.0,33972.98,3.0,6.0,Test,1,1,1,1,1,2
139,139,1860982,7.0,94.0,52.0,U,2.0,98988.68,0.0,3.0,Test,1,2,2,1,1,2
140,140,1945276,16.0,193.0,50.0,M,2.0,91623.79,1.0,4.0,Test,1,3,2,1,1,2
141,141,1525212,13.0,157.0,33.0,F,2.0,72424.96,6.0,9.0,Test,0,2,1,1,0,3
142,142,7139038,6.0,78.0,39.0,U,2.0,31918.65,3.0,6.0,Test,1,1,1,1,1,2
143,143,3678422,17.0,204.0,33.0,M,3.0,339660.53,6.0,9.0,Control,1,2,1,1,1,5
144,144,121354,5.0,60.0,30.0,U,2.0,35592.44,5.0,8.0,Test,1,1,1,1,1,2
145,145,7597197,12.0,151.0,33.0,F,2.0,60175.34,2.0,5.0,Test,1,3,2,1,1,7
146,146,8806527,10.0,121.0,28.0,U,2.0,55742.18,5.0,8.0,Test,1,4,4,2,2,9
147,147,4561742,15.0,184.0,44.0,M,3.0,240993.69,3.0,6.0,Control,1,3,2,2,1,8
148,148,8011247,5.0,60.0,60.0,M,2.0,31921.91,6.0,9.0,Control,1,2,2,1,1,0
150,150,5416822,14.0,168.0,39.0,M,2.0,40549.95,1.0,4.0,Test,1,1,1,2,2,4
151,151,3093790,29.0,357.0,70.0,F,2.0,107604.36,3.0,6.0,Test,1,1,1,1,1,17
152,152,9625688,9.0,111.0,36.0,M,2.0,91643.57,2.0,5.0,Control,1,2,1,1,1,5
154,154,6055529,6.0,76.0,28.0,U,2.0,48601.07,2.0,5.0,Test,1,4,2,1,1,4
155,155,6679780,5.0,68.0,72.0,F,2.0,36978.84,3.0,6.0,Test,1,3,1,1,1,5
156,156,2668008,6.0,73.0,34.0,U,2.0,38654.73,3.0,6.0,Control,1,1,1,1,1,2
157,157,9247669,6.0,81.0,38.0,U,3.0,414323.08,6.0,9.0,Test,1,6,5,6,1,21
158,158,7704754,12.0,148.0,26.0,M,2.0,31514.34,5.0,8.0,Control,1,2,2,2,2,15
159,159,3455403,8.0,99.0,55.0,M,2.0,73520.62,4.0,7.0,Test,0,3,2,3,0,9
160,160,3930919,10.0,129.0,35.0,M,2.0,64113.1,0.0,3.0,Test,2,1,1,1,1,5
161,161,2615801,5.0,60.0,27.0,U,3.0,72480.08,5.0,8.0,Test,1,1,1,1,1,3
163,163,7794321,12.0,152.0,28.0,M,2.0,37879.82,3.0,6.0,Test,0,2,0,0,0,1
164,164,1165994,5.0,63.0,69.0,U,2.0,226833.77,2.0,5.0,Control,0,1,1,1,1,2
165,165,5650730,10.0,122.0,43.0,M,2.0,474954.32,5.0,8.0,Test,0,3,2,1,1,2
166,166,7695537,6.0,83.0,54.0,U,2.0,174976.66,1.0,4.0,Control,3,1,1,1,1,5
167,167,3545210,28.0,347.0,84.0,F,2.0,47993.13,2.0,5.0,Test,2,1,1,1,1,2
168,168,4149206,27.0,324.0,56.0,F,2.0,27023.89,1.0,4.0,Control,0,4,4,3,0,1
169,169,3431014,13.0,162.0,43.0,M,2.0,163374.12,3.0,6.0,Test,1,2,1,1,1,4
170,170,8972482,16.0,194.0,62.0,M,3.0,396305.98,6.0,9.0,Control,1,1,1,1,1,8
171,171,151444,7.0,95.0,31.0,U,2.0,34814.84,5.0,8.0,Control,0,1,1,2,2,2
172,172,3778929,13.0,156.0,60.0,F,2.0,300637.25,5.0,8.0,Test,1,1,3,3,3,11
173,173,9341975,8.0,97.0,26.0,U,2.0,28038.0,6.0,9.0,Test,1,2,1,1,1,3
174,174,9070908,6.0,83.0,54.0,U,2.0,55787.69,0.0,3.0,Control,1,1,1,1,1,5
175,175,3070720,6.0,74.0,30.0,U,3.0,47151.82,2.0,5.0,Control,1,1,1,1,1,2
177,177,4761400,15.0,190.0,56.0,F,2.0,71982.87,2.0,5.0,Test,0,2,0,0,0,1
178,178,312094,4.0,56.0,22.0,U,2.0,58108.74,3.0,6.0,Control,1,1,1,1,1,8
179,179,9435892,17.0,204.0,47.0,M,2.0,86797.8,6.0,9.0,Test,1,1,1,1,1,5
180,180,3270955,6.0,81.0,74.0,U,2.0,37672.53,3.0,6.0,Control,1,3,2,1,1,4
182,182,8971654,15.0,186.0,62.0,F,2.0,71995.54,3.0,6.0,Control,1,1,1,1,1,4
183,183,7288041,25.0,300.0,32.0,F,3.0,43742.87,6.0,9.0,Control,1,1,1,1,1,3
184,184,3143881,24.0,289.0,51.0,F,2.0,53080.91,6.0,9.0,Control,1,1,1,1,1,4
185,185,340192,24.0,295.0,74.0,F,2.0,321351.47,6.0,9.0,Test,2,2,3,2,2,6
186,186,7845532,23.0,282.0,71.0,F,2.0,187639.61,4.0,7.0,Control,3,1,1,1,1,11
187,187,4447192,22.0,270.0,59.0,M,2.0,40191.39,3.0,6.0,Control,1,1,1,1,1,3
188,188,5119615,20.0,246.0,48.0,F,2.0,243282.69,1.0,4.0,Test,0,5,2,0,0,15
192,192,2519481,28.0,343.0,60.0,M,2.0,143769.09,5.0,8.0,Test,0,2,2,0,0,2
193,193,4412954,5.0,66.0,21.0,U,2.0,101928.87,6.0,9.0,Test,0,5,0,0,0,1
195,195,3362778,10.0,130.0,61.0,F,2.0,127314.89,6.0,9.0,Test,0,4,3,1,1,3
196,196,5687972,14.0,176.0,34.0,M,2.0,24919.16,0.0,3.0,Test,1,1,1,1,1,2
197,197,8676893,9.0,116.0,60.0,F,2.0,88968.26,1.0,5.0,Test,1,2,1,1,1,4
198,198,4399072,27.0,329.0,58.0,F,3.0,117836.94,3.0,6.0,Test,1,2,1,1,1,6
199,199,7705023,12.0,144.0,44.0,F,2.0,60526.87,0.0,3.0,Control,1,2,1,1,1,3
200,200,4260236,12.0,155.0,60.0,F,2.0,58615.38,0.0,4.0,Control,1,1,1,2,2,13
201,201,8368220,7.0,93.0,28.0,U,2.0,36539.12,1.0,4.0,Test,1,1,1,1,1,3
202,202,6929446,28.0,347.0,83.0,M,2.0,326957.19,0.0,3.0,Test,0,1,1,1,1,2
203,203,1524426,8.0,99.0,36.0,U,2.0,53131.28,2.0,5.0,Control,0,1,1,0,0,0
205,205,6770720,14.0,179.0,62.0,M,2.0,1907094.11,4.0,8.0,Control,1,3,2,1,1,1
206,206,5572217,8.0,106.0,48.0,F,2.0,30552.39,2.0,5.0,Test,1,1,1,1,1,2
207,207,3604010,5.0,70.0,52.0,U,2.0,32731.37,1.0,4.0,Test,1,2,2,1,1,5
208,208,8506583,6.0,81.0,28.0,F,2.0,51726.56,6.0,9.0,Test,1,1,1,1,1,2
209,209,4853148,9.0,109.0,62.0,F,2.0,190619.33,2.0,5.0,Test,1,1,1,1,1,2
210,210,425532,5.0,67.0,42.0,U,4.0,112715.89,6.0,9.0,Control,0,0,4,3,2,4
211,211,7307378,12.0,154.0,70.0,M,2.0,36397.41,0.0,3.0,Control,1,1,1,1,1,21
212,212,929350,9.0,111.0,72.0,M,3.0,190530.62,5.0,8.0,Control,1,2,3,1,1,14
213,213,1435050,15.0,189.0,52.0,F,2.0,1589727.12,1.0,4.0,Control,1,2,2,3,2,19
214,214,929038,8.0,99.0,60.0,U,3.0,125733.21,6.0,9.0,Test,1,4,3,3,2,4
215,215,5205837,9.0,119.0,56.0,M,2.0,114022.38,5.0,8.0,Control,1,1,1,1,1,6
216,216,5754354,15.0,185.0,38.0,F,2.0,34866.45,0.0,3.0,Test,9,2,1,1,1,2
217,217,4231609,6.0,75.0,45.0,U,2.0,39335.9,2.0,5.0,Control,0,1,1,0,0,0
218,218,493194,6.0,75.0,58.0,U,2.0,66942.64,2.0,5.0,Control,1,1,1,1,1,2
219,219,3706067,6.0,81.0,76.0,U,2.0,167990.39,3.0,6.0,Test,0,1,2,2,1,4
220,220,5474772,8.0,106.0,66.0,F,2.0,168966.38,4.0,7.0,Test,1,1,1,1,1,3
221,221,3937930,5.0,66.0,66.0,U,2.0,430081.07,3.0,6.0,Test,6,1,1,1,1,3
223,223,3767937,15.0,189.0,53.0,M,2.0,47734.69,3.0,6.0,Test,0,4,3,1,1,22
224,224,278839,11.0,143.0,62.0,F,2.0,33051.97,1.0,4.0,Test,0,1,1,0,0,0
225,225,9989642,6.0,78.0,63.0,U,2.0,202064.63,5.0,8.0,Control,0,3,1,1,0,1
226,226,8789491,5.0,69.0,22.0,U,2.0,40487.93,2.0,5.0,Test,2,2,2,1,1,6
227,227,692622,4.0,59.0,25.0,U,2.0,31803.51,3.0,6.0,Control,1,2,2,2,2,2
228,228,8253877,16.0,202.0,36.0,M,2.0,120874.88,6.0,9.0,Test,2,2,2,1,1,6
230,230,5981232,24.0,298.0,44.0,F,2.0,26837.74,3.0,6.0,Test,0,3,1,1,1,5
231,231,461846,24.0,290.0,78.0,F,2.0,43246.11,4.0,7.0,Control,1,4,3,2,2,32
232,232,9821262,23.0,285.0,66.0,M,3.0,1141653.05,3.0,6.0,Test,3,1,1,1,1,1
233,233,416346,23.0,279.0,60.0,F,2.0,216389.25,2.0,5.0,Test,1,1,1,1,1,5
234,234,7185880,21.0,252.0,48.0,M,2.0,96721.08,6.0,9.0,Test,0,1,1,0,0,0
235,235,3460496,20.0,250.0,62.0,F,2.0,31438.76,1.0,4.0,Control,0,1,1,1,1,5
236,236,39968,4.0,57.0,50.0,F,2.0,58599.55,3.0,6.0,Control,0,2,0,0,0,4
237,237,9262445,7.0,88.0,47.0,U,2.0,29672.82,1.0,4.0,Test,0,1,1,0,0,0
238,238,171583,15.0,190.0,44.0,F,2.0,125100.63,6.0,9.0,Test,2,1,1,1,1,4
239,239,8730282,27.0,334.0,50.0,F,3.0,464879.31,2.0,5.0,Control,0,2,0,0,0,1
240,240,7412471,12.0,150.0,27.0,F,4.0,144559.55,6.0,9.0,Control,1,6,3,4,3,28
241,241,86877,4.0,58.0,28.0,U,2.0,40308.74,1.0,4.0,Test,1,4,2,1,1,3
242,242,7669500,3.0,46.0,58.0,U,3.0,64159.92,1.0,4.0,Test,3,1,1,1,1,4
243,243,6488984,9.0,114.0,40.0,M,2.0,73552.72,0.0,3.0,Test,1,2,2,2,1,5
244,244,327151,14.0,174.0,74.0,M,5.0,214762.73,1.0,4.0,Control,2,0,0,0,0,1
245,245,1413769,13.0,162.0,56.0,F,3.0,48092.82,1.0,4.0,Test,1,1,1,1,0,4
246,246,3246979,6.0,72.0,57.0,F,2.0,264334.41,6.0,9.0,Control,1,1,1,1,1,13
247,247,7056174,8.0,107.0,60.0,F,2.0,433799.34,6.0,9.0,Test,1,6,3,1,1,7
248,248,7205884,15.0,190.0,25.0,F,2.0,34281.18,0.0,3.0,Control,0,6,2,1,1,9
249,249,6201791,27.0,324.0,66.0,M,2.0,51930.13,5.0,8.0,Test,1,1,1,1,1,2
250,250,3527743,6.0,76.0,22.0,U,2.0,27047.89,2.0,5.0,Test,1,1,0,1,1,3
251,251,7018468,9.0,113.0,28.0,M,4.0,106785.05,2.0,5.0,Control,1,1,1,1,1,3
252,252,1949872,13.0,164.0,38.0,M,3.0,132243.6,6.0,9.0,Test,1,2,1,1,1,4
253,253,1056722,10.0,131.0,52.0,M,2.0,45437.91,0.0,3.0,Control,1,1,1,1,1,2
254,254,1887639,15.0,190.0,67.0,U,2.0,174510.75,3.0,6.0,Control,0,2,0,0,0,0
255,255,7153152,6.0,75.0,44.0,U,3.0,207071.7,6.0,9.0,Control,0,1,1,0,0,0
256,256,1897278,5.0,65.0,42.0,M,2.0,63939.61,4.0,7.0,Control,1,9,8,1,1,13
258,258,4653489,6.0,82.0,46.0,U,2.0,31650.51,1.0,4.0,Test,0,7,2,0,0,1
259,259,3660141,4.0,59.0,23.0,U,2.0,37244.36,6.0,9.0,Test,0,2,1,1,0,4
260,260,6815257,46.0,554.0,72.0,M,2.0,92157.08,1.0,4.0,Control,1,1,1,1,1,5
262,262,4474907,6.0,83.0,32.0,U,2.0,31930.31,0.0,3.0,Test,1,1,1,1,1,3
263,263,6717435,6.0,83.0,45.0,U,3.0,99839.96,2.0,5.0,Control,1,4,1,1,1,16
264,264,6958124,10.0,129.0,59.0,M,3.0,148741.47,2.0,6.0,Control,1,1,1,1,1,2
265,265,5869570,11.0,140.0,47.0,M,2.0,25084.35,1.0,4.0,Control,0,2,0,0,0,1
266,266,979208,5.0,69.0,20.0,U,2.0,29760.54,0.0,3.0,Test,1,1,1,1,1,4
267,267,681824,9.0,118.0,34.0,F,2.0,34537.7,1.0,4.0,Test,1,2,2,1,1,5
268,268,9006366,5.0,70.0,26.0,M,2.0,46898.97,6.0,9.0,Test,1,1,1,1,1,2
269,269,8274863,6.0,73.0,27.0,U,2.0,31559.84,6.0,9.0,Control,1,1,1,1,1,2
270,270,4055202,10.0,131.0,30.0,M,2.0,118923.62,6.0,9.0,Control,1,1,1,1,1,9
271,271,9358802,14.0,175.0,33.0,F,2.0,109642.16,6.0,9.0,Test,1,1,1,1,1,3
272,272,5749370,4.0,59.0,22.0,U,2.0,50677.64,6.0,9.0,Control,1,1,1,3,3,2
273,273,8333682,8.0,107.0,34.0,F,2.0,36660.31,0.0,3.0,Control,1,3,3,3,2,3
275,275,9153853,22.0,273.0,42.0,M,2.0,97065.25,6.0,9.0,Test,4,1,1,1,1,3
276,276,9546409,21.0,257.0,27.0,M,3.0,117906.94,6.0,9.0,Control,0,9,1,0,0,7
277,277,3544760,21.0,254.0,55.0,M,2.0,122671.45,0.0,3.0,Control,0,3,1,1,2,11
278,278,9308901,20.0,246.0,42.0,F,2.0,41536.96,2.0,5.0,Test,1,1,1,1,1,2
279,279,72395,18.0,225.0,48.0,M,2.0,208866.05,4.0,7.0,Test,1,2,2,1,1,5
280,280,2346575,15.0,190.0,75.0,M,2.0,61693.2,4.0,7.0,Test,1,5,3,2,2,23
281,281,7995744,15.0,182.0,39.0,M,2.0,57533.84,3.0,6.0,Test,0,9,0,0,0,2
283,283,6250726,5.0,65.0,72.0,U,2.0,40124.17,0.0,3.0,Control,1,3,4,5,4,5
284,284,7434562,10.0,128.0,74.0,F,2.0,25963.06,2.0,6.0,Test,1,1,1,1,1,2
286,286,3736142,7.0,86.0,44.0,U,2.0,45584.19,0.0,3.0,Test,2,1,1,1,1,6
